Robot ID,Task Type,Action Start Time,Action End Time,Action Duration (ms),Comm Type,Packet Size (bytes),Latency (ms),Throughput (Mbps),Packet Loss (%),Jitter (ms),SNR (dB),Bandwidth Allocation (Mbps),AI Decision Time (ms),Model Accuracy (%),Error Rate (%),Environment Type,Robot Type,Task Complexity,Interaction Density
R59,Object Manipulation,2025-01-01 19:21:00,2025-01-01 19:21:46,46000.0,Robot-to-Human,1187,40.67274931486997,460.7120401643722,0.23814259982577468,1.886411324709253,28.616811416152277,130.9655302698393,40,91.3301459115247,4.100093817124636,Healthcare Facility,Autonomous Vehicle,Complex,5
R70,Inspection,2025-01-01 17:09:00,2025-01-01 17:09:17,17000.0,Robot-to-Network,1992,95.98125523708349,966.8017930058329,0.24356842703353054,4.165096659101032,25.21281374044814,405.84485348699116,94,91.12626476005366,2.358473802330734,Warehouse,Autonomous Vehicle,Simple,5
R33,Object Manipulation,2025-01-01 16:18:00,2025-01-01 16:18:14,14000.0,Robot-to-Network,1086,44.88025585064455,484.42295456941247,1.6449790260574102,4.164306503499473,24.026450792352545,102.90654526664538,70,98.38115317373043,0.48567562899237693,Healthcare Facility,Autonomous Vehicle,Medium,1
R53,Navigation,2025-01-07 01:09:00,2025-01-07 01:09:18,18000.0,Robot-to-Robot,1942,68.23490485748488,639.4752827209524,0.964639756491773,2.2036914741580675,20.97079171110816,431.5369043987742,84,95.98511862397802,2.785882185458151,Factory Floor,Autonomous Vehicle,Complex,7
R22,Collaboration,2025-01-07 05:34:00,2025-01-07 05:34:13,13000.0,Robot-to-Human,604,64.21332002775577,814.6217794506748,1.690112776682731,2.1564850946024596,28.347753708344683,234.70085363732753,88,90.00525876306976,1.6341013421938633,Healthcare Facility,Industrial Robot,Complex,4
R21,Navigation,2025-01-04 13:29:00,2025-01-04 13:29:57,57000.0,Robot-to-Robot,833,65.87206691086683,523.3934944747143,0.7813234450721023,2.112202442369256,24.170763576226072,152.91885144294713,55,97.31225479006434,2.582143046032896,Factory Floor,Industrial Robot,Simple,5
R70,Object Manipulation,2025-01-01 02:17:00,2025-01-01 02:17:15,15000.0,Robot-to-Network,977,48.71658329022062,308.19051584972925,0.9037204382773814,1.6505906527319611,29.891247603617046,302.2720284325865,83,94.77679406223129,0.43005610819104034,Factory Floor,Industrial Robot,Complex,1
R70,Navigation,2025-01-07 05:05:00,2025-01-07 05:05:07,7000.0,Robot-to-Network,1115,84.6447085786593,833.1834091319553,0.6641573392943465,4.4328859378532215,22.988659345676126,489.04393508140595,43,90.98535206083612,0.37192993663436424,Warehouse,Service Robot,Simple,9
R4,Navigation,2025-01-04 08:08:00,2025-01-04 08:08:44,44000.0,Robot-to-Robot,1396,81.98083105766288,498.822665449915,1.9014765237617546,2.0623280891028086,24.38073693202679,394.2865112219595,76,94.07963286043811,3.675903679907874,Warehouse,Service Robot,Simple,7
R94,Object Manipulation,2025-01-02 16:55:00,2025-01-02 16:55:16,16000.0,Robot-to-Human,1518,96.77755926293696,911.2273388217302,0.9299000893761682,3.794622734843111,24.164624216604313,404.0383015251427,45,93.29184045919341,2.4430921852523984,Warehouse,Industrial Robot,Simple,1
R75,Object Manipulation,2025-01-06 03:12:00,2025-01-06 03:12:39,39000.0,Robot-to-Network,1065,65.489371953475,643.8074232803231,1.5101941449388214,1.3986451687960653,24.77690206095072,262.80797438692906,41,92.88275847485723,2.03725087088808,Warehouse,Industrial Robot,Complex,2
R62,Collaboration,2025-01-07 02:11:00,2025-01-07 02:11:43,43000.0,Robot-to-Network,1264,68.36644464493813,737.0861520830783,1.391817631792376,3.9415268858776713,22.226071714631207,280.0150591217134,88,94.16856648390838,4.7698457226715725,Warehouse,Industrial Robot,Complex,8
R62,Navigation,2025-01-03 06:26:00,2025-01-03 06:26:50,50000.0,Robot-to-Network,838,93.23610364356702,965.671951520685,0.47017388730417453,1.5892247884628872,22.737501112209873,437.447312704,61,95.76514985883678,0.9637567444759632,Warehouse,Industrial Robot,Medium,8
R94,Inspection,2025-01-04 05:29:00,2025-01-04 05:29:43,43000.0,Robot-to-Human,1239,94.36077361284393,908.9725116186224,1.8279647675022528,1.6352327282185484,24.60516903702442,133.63367259144732,39,94.83076265056977,4.528871614564569,Factory Floor,Autonomous Vehicle,Medium,2
R95,Inspection,2025-01-06 23:07:00,2025-01-06 23:07:36,36000.0,Robot-to-Robot,1102,75.46756802513829,854.847011120438,1.0893641805712675,4.326126153843431,27.709980245926364,121.92717599028926,84,92.5369440994638,4.164018262522117,Healthcare Facility,Industrial Robot,Simple,7
R24,Object Manipulation,2025-01-04 15:33:00,2025-01-04 15:33:43,43000.0,Robot-to-Human,1950,87.4276561559432,671.511542737165,1.7116120946918763,2.163677322732412,27.445257255529114,375.7214227466115,48,96.51205863488333,2.6507229539287156,Factory Floor,Autonomous Vehicle,Medium,1
R55,Object Manipulation,2025-01-04 18:28:00,2025-01-04 18:28:18,18000.0,Robot-to-Human,2034,65.35977955952379,418.50285534628637,1.6643757663241923,1.6895448398178776,21.84493800859326,209.03380997418225,68,98.89869906727625,2.259084659027113,Healthcare Facility,Service Robot,Medium,6
R9,Navigation,2025-01-05 03:45:00,2025-01-05 03:45:48,48000.0,Robot-to-Network,1362,57.17368710827937,888.7321905380935,0.11733992976816965,3.1475709614563225,25.314442406835077,499.7241245407425,38,98.69395084466254,0.6228956606968,Factory Floor,Industrial Robot,Simple,2
R3,Object Manipulation,2025-01-02 19:09:00,2025-01-02 19:09:05,5000.0,Robot-to-Human,951,90.48478306123152,365.7629410946101,1.239545589538237,1.2994348105643403,25.223020542993783,497.744584046567,46,98.96968566497318,1.8541958121009638,Factory Floor,Industrial Robot,Simple,9
R31,Inspection,2025-01-05 23:36:00,2025-01-05 23:36:31,31000.0,Robot-to-Network,1225,84.4090368420292,921.2210800298958,1.577968934425704,3.8416895922664818,25.708065875501877,357.10037067901294,37,94.38529082475918,2.7063052966031016,Healthcare Facility,Autonomous Vehicle,Medium,6
R40,Collaboration,2025-01-03 02:34:00,2025-01-03 02:34:41,41000.0,Robot-to-Human,943,46.96881157951192,836.3794810075404,1.8129965449716703,4.365379752240568,23.1463885123127,285.1499195437727,84,90.39011945298984,1.764993971388415,Factory Floor,Industrial Robot,Simple,1
R36,Collaboration,2025-01-01 02:49:00,2025-01-01 02:49:47,47000.0,Robot-to-Human,1459,33.33515867107694,862.4185226624894,1.0125913663273538,1.9936099190410386,27.181849280430466,103.12767207465212,70,96.55630085213205,4.5892526224779395,Warehouse,Autonomous Vehicle,Complex,4
R24,Navigation,2025-01-03 05:59:00,2025-01-03 05:59:05,5000.0,Robot-to-Robot,839,69.59198812534041,564.0378440481259,1.5014252881270693,3.791994639855507,22.803845661306962,340.76552356070147,37,95.97245727979494,0.2249690649576136,Healthcare Facility,Service Robot,Simple,6
R95,Collaboration,2025-01-03 08:55:00,2025-01-03 08:55:59,59000.0,Robot-to-Human,1792,88.91315649638804,359.4733115405193,1.9392608602719459,1.21516861518477,23.288857259232497,135.77688841197588,42,98.70301468631966,1.5088310918319425,Warehouse,Autonomous Vehicle,Medium,2
R6,Object Manipulation,2025-01-03 11:28:00,2025-01-03 11:28:49,49000.0,Robot-to-Robot,1372,47.30410254003678,808.8680211648891,1.6556848546531862,2.9120923129993184,21.916949375319703,461.620270497649,84,93.33888887739003,4.651279953042833,Factory Floor,Service Robot,Complex,7
R66,Object Manipulation,2025-01-03 10:04:00,2025-01-03 10:04:33,33000.0,Robot-to-Network,1609,83.71767691072512,984.6465574082088,1.708846332468135,4.807792142003862,21.605576407700962,145.8630585274084,49,98.94708065186542,0.4085707917012771,Healthcare Facility,Autonomous Vehicle,Complex,5
R84,Object Manipulation,2025-01-04 08:35:00,2025-01-04 08:35:28,28000.0,Robot-to-Network,1769,58.98050638441702,900.8853482358933,0.8145656399466266,3.1522486017639046,28.812829199442696,139.7216976140583,98,90.59112087829332,2.329374040358812,Healthcare Facility,Industrial Robot,Simple,3
R92,Object Manipulation,2025-01-02 06:41:00,2025-01-02 06:41:59,59000.0,Robot-to-Robot,1793,53.49959803714088,888.9717529818867,0.18337734283755736,2.6431292358241394,23.93982524001197,388.0259330221714,54,93.23077552433573,3.7397621180458946,Healthcare Facility,Service Robot,Simple,8
R75,Navigation,2025-01-05 18:38:00,2025-01-05 18:38:21,21000.0,Robot-to-Network,740,42.09714107953341,742.6145998439965,1.9320571021136936,1.0234462086395713,27.555072181244636,161.16000616363687,45,96.66132727666746,1.6908825164693648,Factory Floor,Autonomous Vehicle,Medium,6
R4,Collaboration,2025-01-04 03:52:00,2025-01-04 03:52:39,39000.0,Robot-to-Network,1780,95.4005517796701,381.38737973148835,1.391637121637639,2.0236986096790504,27.58535393778646,334.43385942990585,72,95.53698524909946,4.045826048807453,Warehouse,Service Robot,Complex,9
R79,Inspection,2025-01-05 18:04:00,2025-01-05 18:04:35,35000.0,Robot-to-Human,1962,45.798862314524456,904.2935386299844,0.3423279820444012,2.713936587626808,25.70835926971082,418.26226750967567,88,91.85213198488213,0.7453086054032404,Warehouse,Autonomous Vehicle,Complex,3
R6,Collaboration,2025-01-03 02:26:00,2025-01-03 02:26:46,46000.0,Robot-to-Robot,1991,49.54320473860302,455.4268962327011,1.9476643888625798,2.509705672775184,28.259004597067058,100.89908814899688,64,93.21524447616613,4.9320988567406525,Factory Floor,Service Robot,Medium,6
R94,Object Manipulation,2025-01-05 07:09:00,2025-01-05 07:09:36,36000.0,Robot-to-Network,1255,53.20414859623557,485.14718898937986,1.4315721657507745,2.755831400335345,20.008604501179327,160.9590883686462,39,91.46033184869404,3.2163635747880703,Warehouse,Service Robot,Medium,7
R51,Inspection,2025-01-03 18:05:00,2025-01-03 18:05:23,23000.0,Robot-to-Robot,2008,49.926333902036,829.1005756966518,0.18073665433195196,1.0945946700871163,21.61743436846653,171.23543687561954,48,98.95048648809865,1.4692565897178094,Warehouse,Industrial Robot,Complex,1
R62,Navigation,2025-01-05 23:44:00,2025-01-05 23:44:35,35000.0,Robot-to-Human,1513,41.403392742831954,801.8342323799448,0.34162692700561825,3.1249699887890054,28.54008475995822,321.62509597560796,42,94.62948301512307,0.35121710404085404,Factory Floor,Autonomous Vehicle,Medium,7
R57,Object Manipulation,2025-01-07 19:13:00,2025-01-07 19:13:43,43000.0,Robot-to-Network,1322,54.81150444591718,350.79385600806285,1.7308207776752313,2.0053849843512666,29.36798357938733,419.35305484715485,98,97.80523802492169,2.7859302411944915,Factory Floor,Industrial Robot,Complex,1
R66,Object Manipulation,2025-01-04 19:19:00,2025-01-04 19:19:24,24000.0,Robot-to-Network,685,63.02409581414212,476.3712987968173,1.907664978576811,2.6024026362494372,25.10986951172515,444.1352208732266,63,93.54511681311516,2.942078123649321,Factory Floor,Industrial Robot,Complex,4
R79,Inspection,2025-01-04 17:40:00,2025-01-04 17:40:32,32000.0,Robot-to-Robot,1610,68.62407593131194,872.3800053067612,0.7296546220389315,4.545665421843591,26.932727480744834,125.12214395677437,72,92.19685241450568,2.210581325238474,Warehouse,Service Robot,Medium,3
R75,Navigation,2025-01-01 19:06:00,2025-01-01 19:06:07,7000.0,Robot-to-Network,1634,40.95497213826667,964.7081311146653,0.826523775287809,4.312429010108136,21.561417367029662,303.38951303230436,96,94.39151095906513,4.690519307146309,Warehouse,Autonomous Vehicle,Complex,8
R8,Inspection,2025-01-04 00:06:00,2025-01-04 00:06:36,36000.0,Robot-to-Robot,1024,84.55896363374254,486.41777015951504,0.7909090950628546,2.5918690981619954,26.714298902702836,447.85874949904394,39,96.92493020413949,1.6112478349124781,Healthcare Facility,Service Robot,Medium,3
R26,Navigation,2025-01-01 01:51:00,2025-01-01 01:51:26,26000.0,Robot-to-Network,1659,51.807058163451465,832.4550965843349,1.67071239055258,1.2162338366202095,26.493547899080077,128.44841266858253,61,98.19089127948651,2.8977230237450153,Warehouse,Industrial Robot,Medium,8
R51,Object Manipulation,2025-01-01 09:52:00,2025-01-01 09:52:48,48000.0,Robot-to-Human,1652,94.256406646325,653.9448654554772,0.9065122727519057,4.5555963873306204,21.096177900455054,110.37313299496638,42,91.73600680585506,0.3418961552747851,Healthcare Facility,Industrial Robot,Medium,4
R45,Collaboration,2025-01-06 03:33:00,2025-01-06 03:33:58,58000.0,Robot-to-Human,1878,53.068670449685115,566.0428606028613,0.7505144354074764,2.59596788921083,27.83084293357881,118.80631575999247,67,91.15122605950678,2.286556498858408,Warehouse,Autonomous Vehicle,Medium,6
R44,Object Manipulation,2025-01-06 16:19:00,2025-01-06 16:19:46,46000.0,Robot-to-Robot,1768,90.4015214759296,928.6820921722095,1.2437372544715388,2.9181883734246914,20.335799558345368,472.5734097797011,40,91.44993292181171,3.9254289736518153,Healthcare Facility,Industrial Robot,Simple,8
R5,Collaboration,2025-01-01 20:38:00,2025-01-01 20:38:57,57000.0,Robot-to-Network,640,54.67728031844489,683.7424198866963,0.9810659206519807,1.342780758113654,29.799982805151664,259.6800103559584,44,92.73097904255172,3.737181411540787,Healthcare Facility,Service Robot,Medium,8
R70,Collaboration,2025-01-05 03:43:00,2025-01-05 03:43:48,48000.0,Robot-to-Network,885,65.40829512367796,784.2324284105221,1.0668468900265948,3.7701648679834743,29.660716221581907,124.09831832514664,37,95.38850992415081,2.389301214495032,Factory Floor,Autonomous Vehicle,Simple,8
R26,Navigation,2025-01-02 22:34:00,2025-01-02 22:34:19,19000.0,Robot-to-Robot,747,56.06482836699061,714.7117780004078,0.814026332297316,3.8484834955297655,27.869091517757248,498.41105333202563,78,96.63884968291487,4.285055672814882,Healthcare Facility,Autonomous Vehicle,Simple,3
R68,Inspection,2025-01-03 11:58:00,2025-01-03 11:58:42,42000.0,Robot-to-Human,1253,57.09667201932782,750.5065242293347,0.921028384975477,2.6346695679623973,24.869522647207823,481.73155239552057,95,93.2821910644626,4.749331667009175,Healthcare Facility,Industrial Robot,Medium,6
R19,Navigation,2025-01-03 15:23:00,2025-01-03 15:23:23,23000.0,Robot-to-Human,701,73.30075425834914,662.0977441063233,0.07195066505389791,4.55552694546053,22.980995755225855,267.1479705636034,59,98.27085061281714,2.1705136997703676,Healthcare Facility,Service Robot,Complex,8
R84,Object Manipulation,2025-01-02 01:26:00,2025-01-02 01:26:35,35000.0,Robot-to-Human,679,78.50500163326963,673.4095033779906,1.8515646428722201,1.1945360029576007,23.390589064329056,141.28098871652128,73,94.14392969167979,1.7518041466421508,Healthcare Facility,Industrial Robot,Simple,8
R97,Inspection,2025-01-06 11:49:00,2025-01-06 11:49:30,30000.0,Robot-to-Robot,802,90.93314650474704,896.5187634470959,0.06114551723431916,2.2301620777751623,21.03131913402239,397.3766711480781,83,94.39527731171708,3.167621792085593,Healthcare Facility,Service Robot,Complex,7
R20,Collaboration,2025-01-02 08:49:00,2025-01-02 08:49:09,9000.0,Robot-to-Human,1876,69.83367795552535,511.86083095564516,1.5456248014236909,1.827406985633115,27.251979192633367,123.98695507086245,60,97.97688686080961,4.990098765773486,Factory Floor,Industrial Robot,Complex,6
R12,Collaboration,2025-01-07 08:23:00,2025-01-07 08:23:24,24000.0,Robot-to-Robot,1930,45.17909067423095,815.464674806063,0.5965374645276396,3.7916262730096792,29.60849102932729,351.0918706824142,53,90.56211044158152,0.19934092564612094,Healthcare Facility,Service Robot,Simple,8
R47,Object Manipulation,2025-01-02 01:02:00,2025-01-02 01:02:06,6000.0,Robot-to-Human,2009,99.27060677225097,488.002747656224,0.22450857465329488,1.8186719400729148,22.388433633003732,404.6522932705862,68,95.4783360818289,1.832405661511212,Healthcare Facility,Industrial Robot,Complex,9
R1,Inspection,2025-01-04 02:27:00,2025-01-04 02:27:25,25000.0,Robot-to-Human,650,77.86414069198614,349.5108474105475,1.2193884060550935,3.8109009606138495,29.777740911470012,185.0007639794303,63,95.04188148763843,2.4528897034286774,Healthcare Facility,Industrial Robot,Simple,9
R90,Object Manipulation,2025-01-05 10:47:00,2025-01-05 10:47:55,55000.0,Robot-to-Robot,1726,56.23265451899091,932.2656259407854,1.413903266615817,4.186231812573217,24.529917810611494,477.3692401642512,90,93.60885027582594,4.9010662327400665,Factory Floor,Service Robot,Complex,4
R14,Object Manipulation,2025-01-06 18:21:00,2025-01-06 18:21:55,55000.0,Robot-to-Network,1079,97.77431324260914,587.4630956481192,1.2604032731279728,4.132950605961899,21.401723158607222,498.3147953419801,33,93.88683170933307,4.128845364702675,Factory Floor,Service Robot,Medium,6
R64,Navigation,2025-01-02 15:14:00,2025-01-02 15:14:40,40000.0,Robot-to-Network,1586,97.09314505715275,778.2300059633479,1.152167504250485,1.1122080207887297,27.72113003705516,243.5195836217182,79,96.20111231076815,1.4859745110373361,Warehouse,Service Robot,Simple,4
R38,Object Manipulation,2025-01-04 16:39:00,2025-01-04 16:39:32,32000.0,Robot-to-Network,1502,35.56774549781431,830.5207819150821,1.0723730890903258,4.722054655602873,28.300732101300888,485.4692534242719,82,95.12154944330577,3.9143085330792853,Warehouse,Service Robot,Medium,3
R37,Inspection,2025-01-01 03:45:00,2025-01-01 03:45:24,24000.0,Robot-to-Human,809,31.38779640121004,857.9071316246141,1.0821174428620857,3.8585451084661337,23.37775095179469,192.66676166946166,57,95.89947491504746,1.0417453728334785,Warehouse,Service Robot,Complex,7
R11,Object Manipulation,2025-01-03 02:11:00,2025-01-03 02:11:41,41000.0,Robot-to-Human,1607,33.11196189010831,458.42596831578214,1.7308421908007035,4.251150132227345,29.66951069885493,420.8211137656563,67,93.96162353911512,2.950752839300535,Healthcare Facility,Service Robot,Medium,9
R100,Inspection,2025-01-03 20:46:00,2025-01-03 20:46:43,43000.0,Robot-to-Network,767,77.97200960236589,758.9713672705922,0.1803073047025423,3.5829824578859997,25.363570176410953,396.342037472059,33,93.62275886147813,0.1998836645262131,Healthcare Facility,Service Robot,Simple,7
R77,Collaboration,2025-01-01 10:13:00,2025-01-01 10:13:40,40000.0,Robot-to-Human,820,79.76153598464498,832.1708264426612,0.3147374957407556,3.116492691229893,20.32129509316704,116.53370732202632,45,94.6731854520639,2.121894178363069,Healthcare Facility,Service Robot,Medium,4
R3,Object Manipulation,2025-01-01 01:38:00,2025-01-01 01:38:15,15000.0,Robot-to-Human,602,80.68194428445523,383.85060052068144,1.6253019676136677,3.5787119093011404,23.446754804795052,203.69436640189838,71,93.83321802056817,3.8325164493998685,Warehouse,Service Robot,Medium,4
R33,Inspection,2025-01-04 18:58:00,2025-01-04 18:58:59,59000.0,Robot-to-Network,660,74.11675714834854,398.91312570904734,0.6060798674975514,2.4405323474615526,27.659337916174536,253.8632302396956,72,97.60697256216916,1.4336065802188813,Healthcare Facility,Industrial Robot,Medium,9
R6,Collaboration,2025-01-07 06:02:00,2025-01-07 06:02:07,7000.0,Robot-to-Robot,1565,49.984392079683666,554.7304429923179,1.5431202640811907,2.8312612074720085,21.98787828417746,105.85183663705946,93,97.84985701958453,3.6436627289830312,Healthcare Facility,Autonomous Vehicle,Medium,6
R50,Inspection,2025-01-05 02:36:00,2025-01-05 02:36:41,41000.0,Robot-to-Network,973,41.69902344740433,511.16894576590494,0.7053918899413374,3.8497223472279307,21.3166569987997,479.02312655952164,60,90.66475522707908,1.6370137506440463,Healthcare Facility,Service Robot,Medium,9
R10,Collaboration,2025-01-03 07:37:00,2025-01-03 07:37:24,24000.0,Robot-to-Network,1146,94.95008215693619,858.0641175277462,1.8508202336840738,3.6705797429029943,26.13838755031548,185.04567734778118,38,90.53187043027306,0.36037133328115367,Healthcare Facility,Service Robot,Complex,2
R5,Navigation,2025-01-02 20:59:00,2025-01-02 20:59:36,36000.0,Robot-to-Robot,1920,93.91981180871721,749.8891513470178,0.5626673421966866,3.374134369649875,22.989241897035935,470.08386881876834,97,92.59979778408318,4.506489428102725,Factory Floor,Service Robot,Simple,2
R23,Object Manipulation,2025-01-05 02:37:00,2025-01-05 02:37:51,51000.0,Robot-to-Human,1148,46.97402707583659,648.5814941907017,0.8537927429419554,1.196855576542983,26.135975829692484,275.9635964413349,63,90.77513712347228,2.1014416315059177,Warehouse,Autonomous Vehicle,Simple,7
R10,Object Manipulation,2025-01-06 05:17:00,2025-01-06 05:17:29,29000.0,Robot-to-Network,1157,41.75559951002917,374.4838642778166,0.3176829569027184,2.151176659511785,23.154353783286233,150.9599116516846,40,94.85849753476612,3.6977424696860313,Warehouse,Service Robot,Simple,9
R44,Collaboration,2025-01-01 16:59:00,2025-01-01 16:59:25,25000.0,Robot-to-Network,1029,56.27386944690413,378.79705847709766,1.3333690627217618,3.413871679254778,27.712635679564123,271.29470093210296,64,90.19136866331003,2.9702494151067,Factory Floor,Service Robot,Complex,7
R2,Navigation,2025-01-03 02:25:00,2025-01-03 02:25:54,54000.0,Robot-to-Human,1908,33.388463647239156,661.9108010821205,0.8057622084414207,2.854483967371111,24.216006196044056,345.23906899990516,57,97.06427201409868,3.3704113687299513,Healthcare Facility,Service Robot,Medium,2
R13,Inspection,2025-01-03 10:48:00,2025-01-03 10:48:20,20000.0,Robot-to-Human,1732,41.34973832470121,918.0137491360218,1.8824083635212412,2.3523304767906903,29.86188445331621,289.86036483830634,40,95.84126657564964,2.690992789911488,Healthcare Facility,Service Robot,Complex,6
R40,Navigation,2025-01-03 16:46:00,2025-01-03 16:46:52,52000.0,Robot-to-Robot,701,56.62092984974312,842.5512311797745,0.031496010364840066,3.868100682412631,23.747487049980204,227.14271975329905,67,91.90610752594544,2.7405502027659487,Healthcare Facility,Industrial Robot,Simple,3
R2,Inspection,2025-01-05 07:51:00,2025-01-05 07:51:46,46000.0,Robot-to-Human,590,46.712077011395195,917.0980274915577,0.7753027600136544,2.548118794526069,21.465330293100532,425.782319702967,44,92.96577859727469,4.336591448799694,Warehouse,Service Robot,Medium,2
R84,Inspection,2025-01-04 14:22:00,2025-01-04 14:22:05,5000.0,Robot-to-Network,1327,81.57741852133779,695.6028844838936,0.04725923021794287,4.633660177357397,26.35124708428691,482.3734667590256,90,92.75037902089645,2.831556075431733,Factory Floor,Autonomous Vehicle,Complex,2
R65,Object Manipulation,2025-01-04 20:58:00,2025-01-04 20:58:27,27000.0,Robot-to-Human,583,93.34717422823636,454.9636748247193,0.6580830539210971,3.126777579366646,27.286384184648355,138.10416428379824,37,98.30327872867079,4.044552604969969,Factory Floor,Service Robot,Medium,6
R63,Collaboration,2025-01-05 16:09:00,2025-01-05 16:09:47,47000.0,Robot-to-Human,554,93.63981134688365,322.2651450806259,0.7604904803980717,2.934036432669895,23.445391515678807,319.74060026959216,94,97.9834446699303,2.2349487341593717,Factory Floor,Service Robot,Simple,6
R73,Object Manipulation,2025-01-05 20:01:00,2025-01-05 20:01:53,53000.0,Robot-to-Robot,1314,72.29944531254748,958.1919234271624,0.5162727917431067,2.348783787862378,27.458863899873222,227.33383424525036,53,95.07897933606088,4.8647304581362425,Healthcare Facility,Autonomous Vehicle,Medium,7
R17,Object Manipulation,2025-01-05 04:13:00,2025-01-05 04:13:28,28000.0,Robot-to-Robot,1668,79.2442815684935,632.6594208834963,0.5110622285573647,1.5369266921273512,23.41482128923768,398.71125719640327,79,93.27615836979962,0.31070822242038776,Healthcare Facility,Industrial Robot,Complex,7
R9,Object Manipulation,2025-01-01 13:16:00,2025-01-01 13:16:51,51000.0,Robot-to-Network,1641,64.58220061588952,901.3121449097937,0.5201190444855062,1.038430582261304,20.971538586064476,353.92699806006254,39,94.15586492966514,1.8943057397259806,Healthcare Facility,Autonomous Vehicle,Medium,5
R75,Inspection,2025-01-02 08:37:00,2025-01-02 08:37:29,29000.0,Robot-to-Network,868,40.268139896482694,813.0867574280319,0.5325130879718121,3.7075630352240947,20.831989348477215,111.07376109932102,46,95.11106307862606,0.892505194726877,Warehouse,Service Robot,Medium,4
R15,Object Manipulation,2025-01-03 03:06:00,2025-01-03 03:06:11,11000.0,Robot-to-Human,519,74.4525080820937,882.5169021117601,0.5645723278624217,1.2615002089041072,24.765662265496935,354.0584038947584,30,94.43305040041163,1.4853826191567288,Warehouse,Service Robot,Complex,5
R24,Inspection,2025-01-02 20:40:00,2025-01-02 20:40:42,42000.0,Robot-to-Network,1878,54.49676690887142,447.4573823367315,1.7025958710977738,2.3001507734040896,29.836113508763905,389.7317309212734,40,90.56289407697122,0.6088357726144245,Warehouse,Autonomous Vehicle,Complex,2
R38,Collaboration,2025-01-04 02:01:00,2025-01-04 02:01:51,51000.0,Robot-to-Network,948,30.405545378389668,775.6098210857024,0.07810810684814085,4.502540566093103,25.319109268015794,408.2552682096955,70,94.1650863214977,2.495571562800653,Healthcare Facility,Autonomous Vehicle,Simple,1
R35,Inspection,2025-01-03 01:08:00,2025-01-03 01:08:51,51000.0,Robot-to-Human,591,70.2467594088867,805.8871784915773,1.9778195958041684,2.912336085224828,25.32177957910667,456.37889207153364,32,98.28097718452543,0.06668059482244915,Healthcare Facility,Industrial Robot,Complex,9
R94,Inspection,2025-01-03 14:11:00,2025-01-03 14:11:43,43000.0,Robot-to-Human,1200,43.885815383580194,686.8321795646839,0.5630463321576564,4.533467635368099,28.628509583979028,478.1285995744732,46,93.67699502166833,2.922674619679209,Healthcare Facility,Industrial Robot,Complex,5
R95,Navigation,2025-01-01 18:21:00,2025-01-01 18:21:39,39000.0,Robot-to-Human,1927,92.05539454752866,884.6610956705949,0.055892311242404125,1.246076887635927,29.473274912640203,206.73118486811921,93,96.30958618386359,4.694713538115986,Warehouse,Autonomous Vehicle,Medium,3
R49,Object Manipulation,2025-01-04 19:24:00,2025-01-04 19:24:18,18000.0,Robot-to-Robot,1087,95.37613062591511,991.7449046196006,0.35031834031263864,4.373549617159807,21.75929647025111,364.57911654733954,62,98.97352989884334,0.8098724477927166,Healthcare Facility,Autonomous Vehicle,Simple,1
R69,Object Manipulation,2025-01-07 09:49:00,2025-01-07 09:49:13,13000.0,Robot-to-Robot,1411,41.352114294683815,307.37649249479466,1.8837325455397815,4.725939590764993,21.320134921591993,322.76830144970404,61,94.97227010171254,3.2896411742309355,Healthcare Facility,Autonomous Vehicle,Complex,4
R62,Object Manipulation,2025-01-03 22:31:00,2025-01-03 22:31:07,7000.0,Robot-to-Human,799,32.05889491900806,618.4966298005847,1.9950469549140761,4.6544949267755555,26.82483686304689,428.541657733596,54,94.35105614186011,1.2965302776524634,Warehouse,Autonomous Vehicle,Simple,2
R60,Object Manipulation,2025-01-07 05:43:00,2025-01-07 05:43:42,42000.0,Robot-to-Robot,1648,30.283110416401875,827.7286186752325,0.49350613597085324,2.346078608056702,26.11752934294414,115.23774316887851,76,92.42769098933148,0.7273637974463498,Factory Floor,Industrial Robot,Complex,7
R50,Navigation,2025-01-07 22:10:00,2025-01-07 22:10:24,24000.0,Robot-to-Robot,1474,93.91304887452385,807.9588330084587,0.45089853681283043,1.3804578826927574,23.45722567870902,263.8781890302424,72,92.06331383170517,4.188264565949159,Factory Floor,Service Robot,Simple,9
R78,Navigation,2025-01-01 16:21:00,2025-01-01 16:21:45,45000.0,Robot-to-Robot,1231,40.64130012131541,627.492706359035,1.6721805227344289,4.6602906590531585,28.95531130863587,237.04120595532413,86,95.00149679815608,2.3640881868488517,Healthcare Facility,Autonomous Vehicle,Complex,8
R75,Navigation,2025-01-07 13:37:00,2025-01-07 13:37:37,37000.0,Robot-to-Network,1467,60.47327083821175,889.5086318854021,1.828423829392954,1.6294370359080994,25.42635708265577,361.14543938135023,69,96.08541434210812,0.3336471388162576,Warehouse,Service Robot,Medium,7
R9,Navigation,2025-01-04 14:10:00,2025-01-04 14:10:45,45000.0,Robot-to-Human,737,34.00129565428311,772.5316603054866,1.3007222952956645,3.184007283667122,21.73185088046424,267.19960732570496,97,93.850707657781,2.7105205617299117,Factory Floor,Autonomous Vehicle,Simple,8
